bggid;name;rank;min_players;max_players;min_playtime;max_playtime;thumbnail;image
421;1830: Railways & Robber Barons;190;2;7;180;360;https://cf.geekdo-images.com/3EmD1SEI5fVpR4rbdkU0AA__thumb/img/v_GuoUgKbMTvzcRkTcH6aOH9wWs=/fit-in/200x150/filters:strip_icc()/pic882119.jpg;https://cf.geekdo-images.com/3EmD1SEI5fVpR4rbdkU0AA__original/img/cUZaArfHWQol8cYWY_Z4PaMPyC0=/0x0/pic882119.jpg
56257;1886 Loures;;2;6;30;40;https://cf.geekdo-images.com/2eDT8qiYcnTheJab6cQ8dA__thumb/img/BDOnR0lnbcglvxjEkInC5bs-ulY=/fit-in/200x150/filters:strip_icc()/pic557792.jpg;https://cf.geekdo-images.com/2eDT8qiYcnTheJab6cQ8dA__original/img/3-d85HhSNIznvCWc3InH0CSYvNg=/0x0/pic557792.jpg
250621;18Lilliput;2127;1;4;60;90;https://cf.geekdo-images.com/9uH76qr1SXvqoHcmkhb3Gw__thumb/img/hH_LkG15LQc8Z20Jii418njxQsU=/fit-in/200x150/filters:strip_icc()/pic4074251.jpg;https://cf.geekdo-images.com/9uH76qr1SXvqoHcmkhb3Gw__original/img/HJsRFUHiEhrjl9rPu9OpbX6vkh8=/0x0/pic4074251.jpg
257668;1906 San Francisco;2905;2;4;45;60;https://cf.geekdo-images.com/EqM5aQcfwgixrIyQ6F3Zvg__thumb/img/HvWKD8jJzzMa2fOYUL3w2RN1exw=/fit-in/200x150/filters:strip_icc()/pic4256174.jpg;https://cf.geekdo-images.com/EqM5aQcfwgixrIyQ6F3Zvg__original/img/zF_M2BzDJPLcQSaVK5thTS8TsFg=/0x0/pic4256174.jpg
279306;1987 Channel Tunnel;3604;2;2;45;45;https://cf.geekdo-images.com/KUZAIwhKn-gR7gKkunvDNg__thumb/img/7HaCV_GBTz0xJZYlzn_eFjrTXmg=/fit-in/200x150/filters:strip_icc()/pic4741327.jpg;https://cf.geekdo-images.com/KUZAIwhKn-gR7gKkunvDNg__original/img/5qI9UjDHRxvMOuIPBtiZu5MK-p4=/0x0/pic4741327.jpg
68448;7 Wonders;58;2;7;30;30;https://cf.geekdo-images.com/RvFVTEpnbb4NM7k0IF8V7A__thumb/img/ZlG_SRFChObHenw79fAve56_mnk=/fit-in/200x150/filters:strip_icc()/pic860217.jpg;https://cf.geekdo-images.com/RvFVTEpnbb4NM7k0IF8V7A__original/img/3DP_RW5lTX0WrV67s8qi8CsiXoQ=/0x0/pic860217.jpg
204592;The Mysterious Forest;8372;2;4;10;25;https://cf.geekdo-images.com/FAdF7OrAyVM6RlkwBiWyzw__thumb/img/bdptLvMzR46OjLEQJ2jMug28x44=/fit-in/200x150/filters:strip_icc()/pic3147263.jpg;https://cf.geekdo-images.com/FAdF7OrAyVM6RlkwBiWyzw__original/img/I4EaJ9dyXULnSn5gTMGA5hv6PZQ=/0x0/pic3147263.jpg
194880;Dream Home;904;2;4;30;30;https://cf.geekdo-images.com/CtVH__gM0TBISzOzV3OeFQ__thumb/img/2aOcQ_RKw7fJYJTTdWrFHIk6coE=/fit-in/200x150/filters:strip_icc()/pic3176771.jpg;https://cf.geekdo-images.com/CtVH__gM0TBISzOzV3OeFQ__original/img/NdQkTY4E5yivlVRkZvtKDO5tpxg=/0x0/pic3176771.jpg
257077;A Pleasant Journey to Neko;4857;2;4;45;90;https://cf.geekdo-images.com/gakG4FEJdfaqURSbybTdHg__thumb/img/u2l41coertqzk9lIFi6FDpgpdik=/fit-in/200x150/filters:strip_icc()/pic4296635.jpg;https://cf.geekdo-images.com/gakG4FEJdfaqURSbybTdHg__original/img/PSCDWB5BhwehPTXSQFDTgY4Fjqo=/0x0/pic4296635.jpg
130792;The Enchanted Tower;2564;2;4;15;25;https://cf.geekdo-images.com/ob-HUZ7U0MS9mBwUmcE4tQ__thumb/img/yZMnlLp8UogJJwLTFbjrUMsif7g=/fit-in/200x150/filters:strip_icc()/pic2303487.jpg;https://cf.geekdo-images.com/ob-HUZ7U0MS9mBwUmcE4tQ__original/img/uxrNeU3ic0QsEJdvVSm0C_l6_F0=/0x0/pic2303487.jpg
230085;Agra;987;2;4;90;120;https://cf.geekdo-images.com/cb8ydtRuQ-SADwD35oHX9w__thumb/img/wYEIi8jZ2AYZjH4ccv7uSld86L0=/fit-in/200x150/filters:strip_icc()/pic3621105.jpg;https://cf.geekdo-images.com/cb8ydtRuQ-SADwD35oHX9w__original/img/SKGMjesCBZc-o_My_RPRbeNbtM0=/0x0/pic3621105.jpg
256442;Airship City;4287;3;4;75;120;https://cf.geekdo-images.com/OT5ZEWTIHheSBYJiSgRi2g__thumb/img/TMLm10i_IB2PLTyRTjSZ8HOS4mc=/fit-in/200x150/filters:strip_icc()/pic5873955.jpg;https://cf.geekdo-images.com/OT5ZEWTIHheSBYJiSgRi2g__original/img/RTuonBi2HMnvn8qsojNmzzyqOmc=/0x0/filters:format(jpeg)/pic5873955.jpg
6249;Alhambra;471;2;6;45;60;https://cf.geekdo-images.com/OiqKsYDh7pqeRYKG__kMSw__thumb/img/Pj2FP8bV-BHofcDS0eGLh8gzTmI=/fit-in/200x150/filters:strip_icc()/pic4893652.jpg;https://cf.geekdo-images.com/OiqKsYDh7pqeRYKG__kMSw__original/img/kw2inREfU-Jpbpbv9VV1hGa0LWU=/0x0/pic4893652.jpg
42470;Aljubarrota;13480;3;6;70;70;https://cf.geekdo-images.com/yRS4VE4vV-F-LeulY4lkcw__thumb/img/7kQkXpHuBrRriyzb_7HL3rQU-hc=/fit-in/200x150/filters:strip_icc()/pic476784.jpg;https://cf.geekdo-images.com/yRS4VE4vV-F-LeulY4lkcw__original/img/yt8ld-9YKjAzo0RN6Gr3svt14_Y=/0x0/pic476784.jpg
192032;Aljubarrota: The Royal Battle;15378;2;2;5;15;https://cf.geekdo-images.com/y4HoJzjbx_nyBMrar3cO8g__thumb/img/KMZEHgFVndVKVqEJxqGLQZsHoZs=/fit-in/200x150/filters:strip_icc()/pic2847751.jpg;https://cf.geekdo-images.com/y4HoJzjbx_nyBMrar3cO8g__original/img/npaZwM4gOsTE-p5E0_reVwH4P7k=/0x0/pic2847751.jpg
2651;Power Grid;38;2;6;120;120;https://cf.geekdo-images.com/yd6LuatytHRhcFCxCf-EEg__thumb/img/jWTonZ5oYNlPzpELKHIJGWSS0Y8=/fit-in/200x150/filters:strip_icc()/pic4459753.jpg;https://cf.geekdo-images.com/yd6LuatytHRhcFCxCf-EEg__original/img/h8UWt217vzbMWSla-r8O86a6fDc=/0x0/pic4459753.jpg
5404;Amun-Re;360;3;5;90;90;https://cf.geekdo-images.com/wFD0mXh1AZshtsYlrBXyzA__thumb/img/nLzU6sEdEIrWcjgBVOlj-Jfsl6s=/fit-in/200x150/filters:strip_icc()/pic2748305.jpg;https://cf.geekdo-images.com/wFD0mXh1AZshtsYlrBXyzA__original/img/RPLChjDoiJ07FkMcj1T5iAVmZ3M=/0x0/pic2748305.jpg
232303;Amun-Re: The Card Game;4494;2;5;45;45;https://cf.geekdo-images.com/EWHQLiET4YUtP2ytU8MUQA__thumb/img/YCK4Ew9T5moFqVTN2a17WGfKppo=/fit-in/200x150/filters:strip_icc()/pic3674774.jpg;https://cf.geekdo-images.com/EWHQLiET4YUtP2ytU8MUQA__original/img/V9llP9i7A_gouYqPX4r09aOxTJY=/0x0/pic3674774.jpg
19600;Antike;763;2;6;120;120;https://cf.geekdo-images.com/qBeZa2sdkpJYmqBXHjZWOw__thumb/img/-u6Eu5lO6yRRnm1XqLpL3aHtQW8=/fit-in/200x150/filters:strip_icc()/pic171444.jpg;https://cf.geekdo-images.com/qBeZa2sdkpJYmqBXHjZWOw__original/img/WQVgWSzLrghtP92mpv3_RkIixtQ=/0x0/pic171444.jpg
13122;Antiquity;234;2;4;120;180;https://cf.geekdo-images.com/CDORbD8KPxSXBaJrdHtN2Q__thumb/img/msitlnovDr7wZinoLdFSBFTLMiA=/fit-in/200x150/filters:strip_icc()/pic3731052.png;https://cf.geekdo-images.com/CDORbD8KPxSXBaJrdHtN2Q__original/img/iqyexz_jg-L3RxygQ5x--QcIlZA=/0x0/pic3731052.png
159508;AquaSphere;465;2;4;100;100;https://cf.geekdo-images.com/K7Hq_KDgr8jJHMtW21XcfQ__thumb/img/ZddcJnCbwkBUoilb5x-Bj-k7tio=/fit-in/200x150/filters:strip_icc()/pic2197124.jpg;https://cf.geekdo-images.com/K7Hq_KDgr8jJHMtW21XcfQ__original/img/ZVq8NpSeBVl_A3VRXOGMSggn8Sw=/0x0/pic2197124.jpg
246150;Arraial;3251;1;4;30;30;https://cf.geekdo-images.com/VsvFUf5ahP6htkvWNaBS7A__thumb/img/Bp2I0K5XJeAEANxOB10A-tthRVk=/fit-in/200x150/filters:strip_icc()/pic4089634.jpg;https://cf.geekdo-images.com/VsvFUf5ahP6htkvWNaBS7A__original/img/9Kj2kUcxFAqtboonCYYaEPb2dBQ=/0x0/pic4089634.jpg
198287;Legends of Andor: The Last Hope;1927;2;4;60;90;https://cf.geekdo-images.com/7ez-k_JKGpPPIK6iPMANXg__thumb/img/e_KCi1ClG5qSB8WK9k4FLXRF_84=/fit-in/200x150/filters:strip_icc()/pic3617946.jpg;https://cf.geekdo-images.com/7ez-k_JKGpPPIK6iPMANXg__original/img/UeB-M_78d5tgExQ5IYEdxegA1r4=/0x0/pic3617946.jpg
203410;Ascended;16741;1;4;60;90;https://cf.geekdo-images.com/bpiih7foDdNItKEFD6qhww__thumb/img/ixlQ6rL4PHYfPHDOdE836vhwFro=/fit-in/200x150/filters:strip_icc()/pic3252432.jpg;https://cf.geekdo-images.com/bpiih7foDdNItKEFD6qhww__original/img/m2lx48_ramtlJF2DpcBUZlL2RiI=/0x0/pic3252432.jpg
131118;Asgard;2656;2;4;60;120;https://cf.geekdo-images.com/iXUOC-Cd3GKTm927hCxl1A__thumb/img/rOYIdjeu_3AaRXzcT2Z74quyAqw=/fit-in/200x150/filters:strip_icc()/pic1529138.jpg;https://cf.geekdo-images.com/iXUOC-Cd3GKTm927hCxl1A__original/img/WM8EubfNoU_xkVnHe-Kt2Apjk-I=/0x0/pic1529138.jpg
245325;Athens;17249;2;4;30;50;https://cf.geekdo-images.com/1RcJKnVOsvqZyMo3HEyq0w__thumb/img/b0-s4iIuHWajMEvCwDAlPu2NbrM=/fit-in/200x150/filters:strip_icc()/pic3974461.jpg;https://cf.geekdo-images.com/1RcJKnVOsvqZyMo3HEyq0w__original/img/UmN6KXd2h-_Y7B7WEBSbQ3PPrIg=/0x0/pic3974461.jpg
39351;Automobile;453;3;5;120;120;https://cf.geekdo-images.com/lJOntTfaU-lbCZsFcRxA8A__thumb/img/dUoQJ_WTooIEcPfMOi8E7Lt66_8=/fit-in/200x150/filters:strip_icc()/pic744514.jpg;https://cf.geekdo-images.com/lJOntTfaU-lbCZsFcRxA8A__original/img/RwQJMGiRADlWRiee_AiijICTDxg=/0x0/pic744514.jpg
230802;Azul;47;2;4;30;45;https://cf.geekdo-images.com/tz19PfklMdAdjxV9WArraA__thumb/img/debo694HgBaIBeNGyxu1ELUbQGA=/fit-in/200x150/filters:strip_icc()/pic3718275.jpg;https://cf.geekdo-images.com/tz19PfklMdAdjxV9WArraA__original/img/9-SR48jyfxs4At6255sjHoly2sw=/0x0/pic3718275.jpg
256226;Azul: Stained Glass of Sintra;304;2;4;30;45;https://cf.geekdo-images.com/RrYR1xB8H7D1B5GwNV8jgQ__thumb/img/vUGmS3mniayuyVOG-1ulrVGnjSg=/fit-in/200x150/filters:strip_icc()/pic4212417.jpg;https://cf.geekdo-images.com/RrYR1xB8H7D1B5GwNV8jgQ__original/img/jcI2vRwxb_UyU_DulPft3R7Fc9w=/0x0/pic4212417.jpg
266164;Babylonia;1650;2;4;60;60;https://cf.geekdo-images.com/XKdSpV2ZTdOEd0NXy3Ig1Q__thumb/img/Gvkzb72NQtK-Poor3FJXfj-L8RU=/fit-in/200x150/filters:strip_icc()/pic4657338.jpg;https://cf.geekdo-images.com/XKdSpV2ZTdOEd0NXy3Ig1Q__original/img/S3lN2MTk7WfE6nvOc4Dw2HhDiaE=/0x0/pic4657338.jpg
251247;Barrage;71;1;4;60;120;https://cf.geekdo-images.com/jEPmWvvYpqkWrKOzqIHFsg__thumb/img/kMLIpeqA6UcUvQg2AdMwwQoEIfU=/fit-in/200x150/filters:strip_icc()/pic4336469.png;https://cf.geekdo-images.com/jEPmWvvYpqkWrKOzqIHFsg__original/img/2B-1xoI7rLxznea34Hf518fQHTE=/0x0/pic4336469.png
760;Battle Line;222;2;2;30;30;https://cf.geekdo-images.com/RnbZfspkPRfr6EMkRkac2Q__thumb/img/HUtyu4RUS0dBnNNSVGO88hWtHnw=/fit-in/200x150/filters:strip_icc()/pic149717.jpg;https://cf.geekdo-images.com/RnbZfspkPRfr6EMkRkac2Q__original/img/LzLbfz1zXw9P-T27k-nhjDddHvE=/0x0/pic149717.jpg
28723;Before the Wind;2141;2;4;75;75;https://cf.geekdo-images.com/b9c1W94qk8a7J0vP-lRapA__thumb/img/vnmLOMs4vQqgAiz_OGOPN8uhsb8=/fit-in/200x150/filters:strip_icc()/pic722313.jpg;https://cf.geekdo-images.com/b9c1W94qk8a7J0vP-lRapA__original/img/UbAihwf7XuuSmknzIuOTTYS4quI=/0x0/pic722313.jpg
134068;BIOS: Origins;;1;5;300;300;https://cf.geekdo-images.com/eRvUqkFmnUytnw-O_9svHg__thumb/img/Wb9XpJnnI_vfbVhtLLC62xAlURQ=/fit-in/200x150/filters:strip_icc()/pic1675729.jpg;https://cf.geekdo-images.com/eRvUqkFmnUytnw-O_9svHg__original/img/_YaXGw1V18wwvJHerxgkvqwSukE=/0x0/pic1675729.jpg
148282;Black Hat;9811;2;6;30;45;https://cf.geekdo-images.com/uGdqrLvk72Fjp7P94M0Uew__thumb/img/Eqasd38jtZNQREX5-qK1EZlrMcI=/fit-in/200x150/filters:strip_icc()/pic2496436.jpg;https://cf.geekdo-images.com/uGdqrLvk72Fjp7P94M0Uew__original/img/JrWzxxHfHRG4a9-xE_jK4gleey4=/0x0/pic2496436.jpg
170216;Blood Rage;34;2;4;60;90;https://cf.geekdo-images.com/HkZSJfQnZ3EpS214xtuplg__thumb/img/NLhVdU8xazrgS5dA6nVCYmN2DNI=/fit-in/200x150/filters:strip_icc()/pic2439223.jpg;https://cf.geekdo-images.com/HkZSJfQnZ3EpS214xtuplg__original/img/p4IovYzLVXqxY40lbGUu92VxaIQ=/0x0/pic2439223.jpg
274688;Board Game Cafe Frenzy;9765;2;5;30;60;https://cf.geekdo-images.com/RHdtPc0Um00Xfhxpj2oNVA__thumb/img/jhY-2kLOL-KiaaoB2YoMhFJSv1g=/fit-in/200x150/filters:strip_icc()/pic4739071.jpg;https://cf.geekdo-images.com/RHdtPc0Um00Xfhxpj2oNVA__original/img/7Gi7NS_yapAzXanzwLsIwr9ELE8=/0x0/pic4739071.jpg
11;Bohnanza;445;2;7;45;45;https://cf.geekdo-images.com/hTK_hi_S0RvDRuZKyNEgvQ__thumb/img/laOeOkZJnxHAmCPp7OCg66Xd-zY=/fit-in/200x150/filters:strip_icc()/pic69366.jpg;https://cf.geekdo-images.com/hTK_hi_S0RvDRuZKyNEgvQ__original/img/Hwyjq4cYfXY2l07Hm9mncHlrI4U=/0x0/pic69366.jpg
28720;Brass: Lancashire;19;2;4;60;120;https://cf.geekdo-images.com/0BsjJY9MTlx9DRrlkeE69w__thumb/img/9SUEXpaf_ZdaeR0oS7BS55G5lCw=/fit-in/200x150/filters:strip_icc()/pic5482020.jpg;https://cf.geekdo-images.com/0BsjJY9MTlx9DRrlkeE69w__original/img/nIOhgzeGDH3heuZ_fGpM-JMla30=/0x0/pic5482020.jpg
188343;Brides & Bribes;5761;2;5;60;90;https://cf.geekdo-images.com/nYTRLToRdRgwsr7x1eyJTA__thumb/img/PNyMMGojGpVEHwrRV2AktIgNNw8=/fit-in/200x150/filters:strip_icc()/pic3741964.jpg;https://cf.geekdo-images.com/nYTRLToRdRgwsr7x1eyJTA__original/img/QNA9R1x3Gb4wXkB099E97JQq2gY=/0x0/pic3741964.jpg
275913;Bruxelles 1897;1830;2;4;40;60;https://cf.geekdo-images.com/epYZrJ9M2vTl6ITcl28eQg__thumb/img/IX5iReRJ9qKz7NPG2QBiGa3M9nY=/fit-in/200x150/filters:strip_icc()/pic4830437.jpg;https://cf.geekdo-images.com/epYZrJ9M2vTl6ITcl28eQg__original/img/90m-PiOjDXE938tkCOQixL_lEuQ=/0x0/pic4830437.jpg
552;Bus;819;3;5;120;120;https://cf.geekdo-images.com/kdUgrIW97AMy0X_ZAXKBIQ__thumb/img/4M7epe99tiI_bvQGRPMo7OvxSko=/fit-in/200x150/filters:strip_icc()/pic4908538.jpg;https://cf.geekdo-images.com/kdUgrIW97AMy0X_ZAXKBIQ__original/img/Pv5rlW7tANo9HpqG56ZiysAGsks=/0x0/pic4908538.jpg
60954;Cabemos Todos?;;2;6;40;40;https://cf.geekdo-images.com/O8A_eHD-2t4mrsVk15U25w__thumb/img/_T9k6_WxANc2bNrA4Ugy009o2Tw=/fit-in/200x150/filters:strip_icc()/pic611933.jpg;https://cf.geekdo-images.com/O8A_eHD-2t4mrsVk15U25w__original/img/-K5izADjfOVmzKnaE5T0hs2wpVU=/0x0/pic611933.jpg
255455;Captains of the Gulf;3488;2;4;75;120;https://cf.geekdo-images.com/ccLf4dNnBeMLiezpzFS0ZA__thumb/img/4ItTKymjPXsPKcwln0JE5ZJZoSw=/fit-in/200x150/filters:strip_icc()/pic5413301.jpg;https://cf.geekdo-images.com/ccLf4dNnBeMLiezpzFS0ZA__original/img/P5lB06zarA68eWbcIH5n_GaL-XA=/0x0/pic5413301.jpg
72131;Caravelas;8895;2;4;75;75;https://cf.geekdo-images.com/nZ6JMUuWAqEdNhExNvh1Mw__thumb/img/HTLMUqM0oP2N6U2zHEKxr3oLJxo=/fit-in/200x150/filters:strip_icc()/pic1031900.jpg;https://cf.geekdo-images.com/nZ6JMUuWAqEdNhExNvh1Mw__original/img/Vfuq2rQDl7gT2_3HQNdHLbD4rDM=/0x0/pic1031900.jpg
245934;Carpe Diem;363;2;4;45;75;https://cf.geekdo-images.com/BH0NsMS5GouUtbj2bZpI1A__thumb/img/J5d2disfFCJe1urEgwGiL8pvM_Y=/fit-in/200x150/filters:strip_icc()/pic4308140.jpg;https://cf.geekdo-images.com/BH0NsMS5GouUtbj2bZpI1A__original/img/1XB7elpfS6Gm6MDqLI9nfwidZ8w=/0x0/filters:format(jpeg)/pic4308140.jpg
18602;Caylus;72;2;5;60;150;https://cf.geekdo-images.com/yC7nOSc1x5PT-oNnh6TEcQ__thumb/img/ec9AK_e7FTbxy9tA8er2wW4UnqA=/fit-in/200x150/filters:strip_icc()/pic1638795.jpg;https://cf.geekdo-images.com/yC7nOSc1x5PT-oNnh6TEcQ__original/img/90BzC8_Dgc9uDswnZsu7Qa3oHvI=/0x0/pic1638795.jpg
169318;City of Spies: Estoril 1942;1649;2;4;45;60;https://cf.geekdo-images.com/ghb1CT55OF8_Azl02D8n0g__thumb/img/lSNtw9F-ciAL8fn4npk2olr5PcM=/fit-in/200x150/filters:strip_icc()/pic2860096.png;https://cf.geekdo-images.com/ghb1CT55OF8_Azl02D8n0g__original/img/CGec_V-LSPCoc8hF22SA_TaD6v4=/0x0/pic2860096.png
214880;City of the Big Shoulders;644;2;4;120;180;https://cf.geekdo-images.com/JImiygpumS35fVxlfsRPXw__thumb/img/4JoMwGJySRhnioxER3OEj6r0uYg=/fit-in/200x150/filters:strip_icc()/pic4223934.jpg;https://cf.geekdo-images.com/JImiygpumS35fVxlfsRPXw__original/img/xPq4xfZ9E8hOiZj9_teKRKy849M=/0x0/pic4223934.jpg
216132;Clans of Caledonia;43;1;4;30;120;https://cf.geekdo-images.com/SPuwc6RJ6y4PnTH36Pegsg__thumb/img/M_6Yxp0A_NbebWk3Mepinsm96WI=/fit-in/200x150/filters:strip_icc()/pic3511783.png;https://cf.geekdo-images.com/SPuwc6RJ6y4PnTH36Pegsg__original/img/wMBrwd-ZnHVV_XvVT3Tc6LtD0Ng=/0x0/pic3511783.png
72225;CO₂;769;1;5;120;120;https://cf.geekdo-images.com/7CdjkzPByup72oLWuOg9AA__thumb/img/NUltG_U1uGXWs3rwv86Om0hQgHE=/fit-in/200x150/filters:strip_icc()/pic1350204.jpg;https://cf.geekdo-images.com/7CdjkzPByup72oLWuOg9AA__original/img/tcs6BRqLFMbN1tEd-3MGaETdVaU=/0x0/pic1350204.jpg
124361;Concordia;18;2;5;100;100;https://cf.geekdo-images.com/CzwSm8i7tkLz6cBnrILZBg__thumb/img/ESPSltYYSFK-aJw6jOTdQrJGpOc=/fit-in/200x150/filters:strip_icc()/pic3453267.jpg;https://cf.geekdo-images.com/CzwSm8i7tkLz6cBnrILZBg__original/img/abKLQBfHHaouqsLx7GGiIzqXBu8=/0x0/pic3453267.jpg
269595;Copenhagen;1184;2;4;20;40;https://cf.geekdo-images.com/9rxcvgJyZ4_gJ651hMBU_A__thumb/img/05JsAezAZt6d8p8tWbePI_gycZU=/fit-in/200x150/filters:strip_icc()/pic4518807.jpg;https://cf.geekdo-images.com/9rxcvgJyZ4_gJ651hMBU_A__original/img/zSUsUcAXk2l__CwCG83y5MlFb6k=/0x0/pic4518807.jpg
168900;D. Afonso Henriques;13582;2;4;45;45;https://cf.geekdo-images.com/tR2Qrvm6lu5kT2tkybzAnA__thumb/img/QsH59AZBkwT_vrsvRaWLUMFtpBg=/fit-in/200x150/filters:strip_icc()/pic2305626.jpg;https://cf.geekdo-images.com/tR2Qrvm6lu5kT2tkybzAnA__original/img/wNKXFQJIjFGk3tnVb_fSGXLnGOE=/0x0/pic2305626.jpg
234920;Darwinning!;11158;2;6;45;75;https://cf.geekdo-images.com/yzqC9igDwrshoB9VN7Pm5g__thumb/img/et_5FwenoFWzk8qLcFztGR7FLQ0=/fit-in/200x150/filters:strip_icc()/pic4003531.png;https://cf.geekdo-images.com/yzqC9igDwrshoB9VN7Pm5g__original/img/L5wRlEspKDQI4KjeiCa7wMP4Rfk=/0x0/pic4003531.png
230267;Dice Settlers;1310;1;4;45;60;https://cf.geekdo-images.com/Rq78Zg67kx0Ay24kgNnx0Q__thumb/img/weF3RZ3u_waKER89aCEKW-ciQPc=/fit-in/200x150/filters:strip_icc()/pic4145901.jpg;https://cf.geekdo-images.com/Rq78Zg67kx0Ay24kgNnx0Q__original/img/S9KytBd0vfTP5WvjXcjgEI1dKTM=/0x0/pic4145901.jpg
260239;Dicium;7470;1;4;30;60;https://cf.geekdo-images.com/pfeaN6g6CYpI03wgHqmYSg__thumb/img/TOvJphfZaFKSIVVGm-7GoaIWTTE=/fit-in/200x150/filters:strip_icc()/pic4297341.jpg;https://cf.geekdo-images.com/pfeaN6g6CYpI03wgHqmYSg__original/img/ZVaac-70WtAosIQPBf6ADstHBck=/0x0/pic4297341.jpg
125675;Doctor Who: The Card Game;8451;2;4;20;60;https://cf.geekdo-images.com/abNcykgcvAIvyZpmZY9Lew__thumb/img/l91104qfHunxC48wvhlD6zDqsgM=/fit-in/200x150/filters:strip_icc()/pic1327331.jpg;https://cf.geekdo-images.com/abNcykgcvAIvyZpmZY9Lew__original/img/9OUhqBMKd1r6eWny8oSLdY0Rvbs=/0x0/pic1327331.jpg
260330;DOSA;;1;99;15;15;https://cf.geekdo-images.com/ZvO-1tOqXREm7Wy9GjSWQA__thumb/img/9lwrCDUTPEaE0GH1r63GVgjPN4Y=/fit-in/200x150/filters:strip_icc()/pic4349832.jpg;https://cf.geekdo-images.com/ZvO-1tOqXREm7Wy9GjSWQA__original/img/pTzvuJmSNDAV2zQ9QL6azjhG4ks=/0x0/pic4349832.jpg
256380;Douro 1872;10836;2;5;15;25;https://cf.geekdo-images.com/F1Zv2zmciZReCUYFdE0Qzw__thumb/img/3J0TI8T_h9k8ogeaGCJN8rhe3rI=/fit-in/200x150/filters:strip_icc()/pic4227187.png;https://cf.geekdo-images.com/F1Zv2zmciZReCUYFdE0Qzw__original/img/_8mg_xoGY30PPJ0J-5Rp1zV-uRU=/0x0/pic4227187.png
215311;Downforce;358;2;6;20;40;https://cf.geekdo-images.com/c74C-NVJHuMVxt6A_j2TsA__thumb/img/OUdT3uFyqBBzN7q9ZDFN6WBiecU=/fit-in/200x150/filters:strip_icc()/pic3432548.png;https://cf.geekdo-images.com/c74C-NVJHuMVxt6A_j2TsA__original/img/mrYR-Z7aCJSmwZFeA1lSXZ592L8=/0x0/pic3432548.png
205080;Dragons & Chickens;10947;2;5;15;20;https://cf.geekdo-images.com/DvM3kB-fjrYLJ0KrE-6hgA__thumb/img/djUXu4BpOwDshSyRz9W86yXLktE=/fit-in/200x150/filters:strip_icc()/pic3139186.jpg;https://cf.geekdo-images.com/DvM3kB-fjrYLJ0KrE-6hgA__original/img/Duus6_QAoHtOD2JlOfZ35l5nCzs=/0x0/pic3139186.jpg
503;Through the Desert;492;2;5;45;45;https://cf.geekdo-images.com/AuiR-lD7RsdYLXbxMaQI8A__thumb/img/020Q_crmzh9cGgwv-5excCcxFwg=/fit-in/200x150/filters:strip_icc()/pic3764263.jpg;https://cf.geekdo-images.com/AuiR-lD7RsdYLXbxMaQI8A__original/img/qMspa3GI2sMHCvTvRvJQ5uxIw2E=/0x0/pic3764263.jpg
257378;East Indiaman;8153;2;4;60;90;https://cf.geekdo-images.com/AoAe4XQaDi1jyiwrvMDn0A__thumb/img/of51RIbcW61hI4fkOYBzuwm4XMU=/fit-in/200x150/filters:strip_icc()/pic4273245.jpg;https://cf.geekdo-images.com/AoAe4XQaDi1jyiwrvMDn0A__original/img/X5_fJSfImSWv5dIEFB2IlmEIVE4=/0x0/pic4273245.jpg
41916;The Magic Labyrinth;1043;2;4;20;30;https://cf.geekdo-images.com/pxaH7_Vihsg-nJBsXLvCRA__thumb/img/MoLZ7glHk6EEbGQSHauFLJIqFl4=/fit-in/200x150/filters:strip_icc()/pic953186.jpg;https://cf.geekdo-images.com/pxaH7_Vihsg-nJBsXLvCRA__original/img/47fBpm_q3p_4rwqWCuUGmAFK88k=/0x0/pic953186.jpg
286431;Electropolis;3651;2;4;50;70;https://cf.geekdo-images.com/scaF_quUdQ07_bSuoph7FQ__thumb/img/9cDT5gu7kIzE4QGx5nDM7PN4SxY=/fit-in/200x150/filters:strip_icc()/pic4898848.jpg;https://cf.geekdo-images.com/scaF_quUdQ07_bSuoph7FQ__original/img/SiF642gT4NUCeZd4wSmxHooOc6A=/0x0/pic4898848.jpg
200;Entdecker;2723;2;4;60;60;https://cf.geekdo-images.com/qXUTaJxFGRqX1G9hCHv_vQ__thumb/img/roUGcOtYQxZXvdZvZEnp5t_tFrM=/fit-in/200x150/filters:strip_icc()/pic194144.jpg;https://cf.geekdo-images.com/qXUTaJxFGRqX1G9hCHv_vQ__original/img/4k_X06K7AEip17UiONJqN8BdVi8=/0x0/pic194144.jpg
